IMPRESS ID	CATEGORY	CATEGORY
ESLIM_001_001_111	right ear pointed	1
ESLIM_001_001_111	bilaterally pointed	1
ESLIM_001_001_110	present	0
ESLIM_001_001_110	left ear absent	1
ESLIM_001_001_110	right ear absent	1
ESLIM_001_001_110	bilaterally absent	1
ESLIM_001_001_109	as described for wt	0
ESLIM_001_001_109	right ear decreased position	1
ESLIM_001_001_109	left ear decreased position	1
ESLIM_001_001_109	bilaterally decreased position	1
ESLIM_001_001_108	as described for wt	0
ESLIM_001_001_108	left ear abormal	1
ESLIM_001_001_108	right ear abnormal	1
ESLIM_001_001_108	bilaterally abnormal	1
ESLIM_001_001_107	absent	0
ESLIM_001_001_107	present	1
ESLIM_001_001_106	wt distribution	0
ESLIM_001_001_106	decreased size	1
ESLIM_001_001_106	increased size	1
ESLIM_001_001_105	as described for wt	0
ESLIM_001_001_105	discolored	1
ESLIM_001_001_104	present	0
ESLIM_001_001_104	absent	1
ESLIM_001_001_103	as described for wt	0
ESLIM_001_001_103	deformed	1
ESLIM_001_001_102	as described for wt	0
ESLIM_001_001_102	abnormal	1
ESLIM_001_001_101	as described for wt	0
ESLIM_001_001_101	abnormal	1
ESLIM_001_001_100	as described for wt	0
ESLIM_001_001_100	cleft	1
ESLIM_001_001_099	as described for wt	0
ESLIM_001_001_099	cleft	1
ESLIM_001_001_098	as described for wt	0
ESLIM_001_001_098	disoriented/random	1
ESLIM_001_001_097	wt distribution	0
ESLIM_001_001_097	decreased length	1
ESLIM_001_001_097	increased length	1
ESLIM_001_001_096	wt distribution	0
ESLIM_001_001_096	increased curvature	1
ESLIM_001_001_096	decreased curvature	1
ESLIM_001_001_095	present	0
ESLIM_001_001_095	absent	1
ESLIM_001_001_094	normal	0
ESLIM_001_001_094	abnormal	1
ESLIM_001_001_093	wt distribution	0
ESLIM_001_001_093	decreased width	1
ESLIM_001_001_093	increased width	1
ESLIM_001_001_092	wt distribution	0
ESLIM_001_001_092	decreased length	1
ESLIM_001_001_092	increased length	1
ESLIM_001_001_091	normal	0
ESLIM_001_001_091	abnormal	1
ESLIM_001_001_090	as described for wt	0
ESLIM_001_001_090	asymmetrical	1
ESLIM_001_001_089	wt distribution	0
ESLIM_001_001_089	domed	1
ESLIM_001_001_088	wt distribution	0
ESLIM_001_001_088	decreased width	1
ESLIM_001_001_088	increased width	1
ESLIM_001_001_087	wt distribution	0
ESLIM_001_001_087	decreased length	1
ESLIM_001_001_087	increased length	1
ESLIM_001_001_085	as described for wt	0
ESLIM_001_001_085	abnormal	1
ESLIM_001_001_084	as described for wt	0
ESLIM_001_001_084	abnormal color	1
ESLIM_001_001_083	as described for wt	0
ESLIM_001_001_083	loose	1
ESLIM_001_001_082	as described for wt	0
ESLIM_001_001_082	colorless	1
ESLIM_001_001_082	variable color	1
ESLIM_001_001_081	as described for wt	0
ESLIM_001_001_081	dark	1
ESLIM_001_001_081	light	1
ESLIM_001_001_080	as described for wt	0
ESLIM_001_001_080	dry	1
ESLIM_001_001_080	wet	1
ESLIM_001_001_079	as described for wt	0
ESLIM_001_001_079	scaly	1
ESLIM_001_001_078	as described for wt	0
ESLIM_001_001_078	patchy	1
ESLIM_001_001_077	as described for wt	0
ESLIM_001_001_077	left foot skin abnormal color	1
ESLIM_001_001_077	right foot skin abnormal color	1
ESLIM_001_001_077	bilaterally abnormal color	1
ESLIM_001_001_076	as described for wt	0
ESLIM_001_001_076	left foot skin loose	1
ESLIM_001_001_076	right foot skin loose	1
ESLIM_001_001_076	bilaterally loose	1
ESLIM_001_001_075	as described for wt	0
ESLIM_001_001_075	left foot skin colorless	1
ESLIM_001_001_075	right foot skin colorless	1
ESLIM_001_001_075	bilaterally colorless	1
ESLIM_001_001_075	left foot skin variable color	1
ESLIM_001_001_075	right foot skin variable color	1
ESLIM_001_001_075	bilaterally variable color	1
ESLIM_001_001_074	as described for wt	0
ESLIM_001_001_074	left foot skin dark	1
ESLIM_001_001_074	right foot skin dark	1
ESLIM_001_001_074	bilaterally dark	1
ESLIM_001_001_074	left foot skin light	1
ESLIM_001_001_074	right foot skin light	1
ESLIM_001_001_074	bilaterally light	1
ESLIM_001_001_073	as described for wt	0
ESLIM_001_001_073	left foot skin dry	1
ESLIM_001_001_073	right foot skin dry	1
ESLIM_001_001_073	bilaterally dry	1
ESLIM_001_001_073	left foot skin wet	1
ESLIM_001_001_073	right foot skin wet	1
ESLIM_001_001_073	bilaterally wet	1
ESLIM_001_001_072	as described for wt	0
ESLIM_001_001_072	left foot skin scaly	1
ESLIM_001_001_072	right foot skin scaly	1
ESLIM_001_001_072	bilaterally scaly	1
ESLIM_001_001_071	as described for wt	0
ESLIM_001_001_071	left foot skin patchy	1
ESLIM_001_001_071	right foot skin patchy	1
ESLIM_001_001_071	bilaterally patchy	1
ESLIM_001_001_070	as described for wt	0
ESLIM_001_001_070	left hand skin abnormal color	1
ESLIM_001_001_070	right hand skin abnormal color	1
ESLIM_001_001_070	bilaterally abnormal color	1
ESLIM_001_001_069	as described for wt	0
ESLIM_001_001_069	left hand skin loose	1
ESLIM_001_001_069	right hand skin loose	1
ESLIM_001_001_069	bilaterally loose	1
ESLIM_001_001_068	as described for wt	0
ESLIM_001_001_068	left hand skin colorless	1
ESLIM_001_001_068	right hand skin colorless	1
ESLIM_001_001_068	bilaterally colorless	1
ESLIM_001_001_068	left hand skin variable color	1
ESLIM_001_001_068	right hand skin variable color	1
ESLIM_001_001_068	bilaterally variable color	1
ESLIM_001_001_067	as described for wt	0
ESLIM_001_001_067	left hand skin dark	1
ESLIM_001_001_067	right hand skin dark	1
ESLIM_001_001_067	bilaterally dark	1
ESLIM_001_001_067	left hand skin light	1
ESLIM_001_001_067	right hand skin light	1
ESLIM_001_001_067	bilaterally light	1
ESLIM_001_001_066	as described for wt	0
ESLIM_001_001_066	left hand skin dry	1
ESLIM_001_001_066	right hand skin dry	1
ESLIM_001_001_066	bilaterally dry	1
ESLIM_001_001_066	left hand skin wet	1
ESLIM_001_001_066	right hand skin wet	1
ESLIM_001_001_066	bilaterally wet	1
ESLIM_001_001_065	as described for wt	0
ESLIM_001_001_065	left hand skin scaly	1
ESLIM_001_001_065	right hand skin scaly	1
ESLIM_001_001_065	bilaterally scaly	1
ESLIM_001_001_064	as described for wt	0
ESLIM_001_001_064	left hand skin patchy	1
ESLIM_001_001_064	right hand skin patchy	1
ESLIM_001_001_064	bilaterally patchy	1
ESLIM_001_001_063	as described for wt	0
ESLIM_001_001_063	left ear skin abnormal color	1
ESLIM_001_001_063	right ear skin abnormal color	1
ESLIM_001_001_063	bilaterally abnormal color	1
ESLIM_001_001_062	as described for wt	0
ESLIM_001_001_062	left ear skin loose	1
ESLIM_001_001_062	right ear skin loose	1
ESLIM_001_001_062	bilaterally loose	1
ESLIM_001_001_061	as described for wt	0
ESLIM_001_001_061	left ear skin colorless	1
ESLIM_001_001_061	right ear skin colorless	1
ESLIM_001_001_061	bilaterally colorless	1
ESLIM_001_001_061	left ear skin variable color	1
ESLIM_001_001_061	right ear skin variable color	1
ESLIM_001_001_061	bilaterally variable color	1
ESLIM_001_001_060	as described for wt	0
ESLIM_001_001_060	left ear skin dark	1
ESLIM_001_001_060	right ear skin dark	1
ESLIM_001_001_060	bilaterally dark	1
ESLIM_001_001_060	left ear skin light	1
ESLIM_001_001_060	right ear skin light	1
ESLIM_001_001_060	bilaterally light	1
ESLIM_001_001_059	as described for wt	0
ESLIM_001_001_059	left ear skin dry	1
ESLIM_001_001_059	right ear skin dry	1
ESLIM_001_001_059	bilaterally dry	1
ESLIM_001_001_059	left ear skin wet	1
ESLIM_001_001_059	right ear skin wet	1
ESLIM_001_001_059	bilaterally wet	1
ESLIM_001_001_058	as described for wt	0
ESLIM_001_001_058	left ear skin scaly	1
ESLIM_001_001_058	right ear skin scaly	1
ESLIM_001_001_058	bilaterally scaly	1
ESLIM_001_001_057	as described for wt	0
ESLIM_001_001_057	left ear skin patchy	1
ESLIM_001_001_057	right ear skin patchy	1
ESLIM_001_001_057	bilaterally patchy	1
ESLIM_001_001_056	as described for wt	0
ESLIM_001_001_056	abnormal color	1
ESLIM_001_001_055	as described for wt	0
ESLIM_001_001_055	loose	1
ESLIM_001_001_054	as described for wt	0
ESLIM_001_001_054	colorless	1
ESLIM_001_001_054	variable color	1
ESLIM_001_001_053	as described for wt	0
ESLIM_001_001_053	dark	1
ESLIM_001_001_053	light	1
ESLIM_001_001_052	as described for wt	0
ESLIM_001_001_052	dry	1
ESLIM_001_001_052	wet	1
ESLIM_001_001_051	as described for wt	0
ESLIM_001_001_051	scaly	1
ESLIM_001_001_050	as described for wt	0
ESLIM_001_001_050	patchy	1
ESLIM_001_001_049	as described for wt	0
ESLIM_001_001_049	abnormal color	1
ESLIM_001_001_048	as described for wt	0
ESLIM_001_001_048	loose	1
ESLIM_001_001_047	as described for wt	0
ESLIM_001_001_047	colorless	1
ESLIM_001_001_047	variable color	1
ESLIM_001_001_046	as described for wt	0
ESLIM_001_001_046	dark	1
ESLIM_001_001_046	light	1
ESLIM_001_001_045	as described for wt	0
ESLIM_001_001_045	dry	1
ESLIM_001_001_045	wet	1
ESLIM_001_001_044	as described for wt	0
ESLIM_001_001_044	scaly	1
ESLIM_001_001_043	as described for wt	0
ESLIM_001_001_043	patchy	1
ESLIM_001_001_041	as described for wt	0
ESLIM_001_001_041	abnormal	1
ESLIM_001_001_040	as described for wt	0
ESLIM_001_001_040	matted	1
ESLIM_001_001_039	as described for wt	0
ESLIM_001_001_039	flaky	1
ESLIM_001_001_039	greasy	1
ESLIM_001_001_038	as described for wt	0
ESLIM_001_001_038	sparse	1
ESLIM_001_001_037	as described for wt	0
ESLIM_001_001_037	patchy	1
ESLIM_001_001_036	as described for wt	0
ESLIM_001_001_036	erect	1
ESLIM_001_001_035	present	1
ESLIM_001_001_035	absent	1
ESLIM_001_001_034	as described for wt	0
ESLIM_001_001_034	mono-colored	1
ESLIM_001_001_034	multi-colored	1
ESLIM_001_001_034	spotted	1
ESLIM_001_001_033	as described for wt	0
ESLIM_001_001_033	abnormal color	1
ESLIM_001_001_032	as described for wt	0
ESLIM_001_001_032	matted	1
ESLIM_001_001_031	as described for wt	0
ESLIM_001_001_031	flaky	1
ESLIM_001_001_031	greasy	1
ESLIM_001_001_030	as described for wt	0
ESLIM_001_001_030	sparse	1
ESLIM_001_001_029	as described for wt	0
ESLIM_001_001_029	patchy	1
ESLIM_001_001_028	as described for wt	0
ESLIM_001_001_028	erect	1
ESLIM_001_001_027	present	1
ESLIM_001_001_027	absent	1
ESLIM_001_001_026	as described for wt	0
ESLIM_001_001_026	mono-colored	1
ESLIM_001_001_026	multi-colored	1
ESLIM_001_001_026	spotted	1
ESLIM_001_001_025	as described for wt	0
ESLIM_001_001_025	abnormal color	1
ESLIM_001_001_024	as described for wt	0
ESLIM_001_001_024	matted	1
ESLIM_001_001_023	as described for wt	0
ESLIM_001_001_023	flaky	1
ESLIM_001_001_023	greasy	1
ESLIM_001_001_022	as described for wt	0
ESLIM_001_001_022	sparse	1
ESLIM_001_001_021	as described for wt	0
ESLIM_001_001_021	patchy	1
ESLIM_001_001_020	as described for wt	0
ESLIM_001_001_020	erect	1
ESLIM_001_001_019	present	1
ESLIM_001_001_019	absent	1
ESLIM_001_001_018	as described for wt	0
ESLIM_001_001_018	mono-colored	1
ESLIM_001_001_018	multi-colored	1
ESLIM_001_001_018	spotted	1
ESLIM_001_001_017	as described for wt	0
ESLIM_001_001_017	abnormal color	1
ESLIM_001_001_016	as described for wt	0
ESLIM_001_001_016	matted	1
ESLIM_001_001_015	as described for wt	0
ESLIM_001_001_015	flaky	1
ESLIM_001_001_015	greasy	1
ESLIM_001_001_014	as described for wt	0
ESLIM_001_001_014	sparse	1
ESLIM_001_001_013	as described for wt	0
ESLIM_001_001_013	patchy	1
ESLIM_001_001_012	as described for wt	0
ESLIM_001_001_012	erect	1
ESLIM_001_001_011	present	0
ESLIM_001_001_011	absent	1
ESLIM_001_001_010	as described for wt	0
ESLIM_001_001_010	multi-colored	1
ESLIM_001_001_010	spotted	1
ESLIM_001_001_009	as described for wt	0
ESLIM_001_001_009	abnormal color	1
ESLIM_001_001_007	as described for wt	0
ESLIM_001_001_007	abnormal	1
ESLIM_001_001_006	wt distribution	0
ESLIM_001_001_006	abnormal distribution	1
ESLIM_001_001_005	wt distribution	0
ESLIM_001_001_005	decreased thickness	1
ESLIM_001_001_005	increased thickness	1
ESLIM_001_001_004	wt distribution	0
ESLIM_001_001_004	decreased length	1
ESLIM_001_001_004	increased length	1
ESLIM_001_001_002	as described for wt	0
ESLIM_001_001_002	abnormal	1
MGP_CSD_001_001	No struggle	1
MGP_CSD_001_001	Struggles when held by the neck	0
MGP_CSD_001_001	Struggles when held by the tail	0
MGP_CSD_001_001	Struggles when laid supine	0
MGP_CSD_002_001	Absent	0
MGP_CSD_002_001	Present	1
MGP_CSD_003_001	Absent	0
MGP_CSD_003_001	Present	1
MGP_CSD_004_001	As expected	0
MGP_CSD_004_001	Extended freeze	1
MGP_CSD_005_001	Fluid movement	0
MGP_CSD_005_001	Lack of fluidity in movement	1
MGP_CSD_006_001	As expected	0
MGP_CSD_006_001	Dragging tail	1
MGP_CSD_006_001	Straub tail	1
MGP_CSD_007_001	Absent	0
MGP_CSD_007_001	Present	1
MGP_CSD_008_001	None	1
MGP_CSD_008_001	Preyer reflex	1
MGP_CSD_008_001	Reaction in addition to the Preyer reflex	0
MGP_CSD_009_001	Absent	1
MGP_CSD_009_001	Present	0
MGP_CSD_010_001	Absent	1
MGP_CSD_010_001	Present	0
MGP_CSD_011_001	Absent	1
MGP_CSD_011_001	Present	0
MGP_CSD_012_001	Absent	0
MGP_CSD_012_001	Present	1
MGP_CSD_013_001	Absent	0
MGP_CSD_013_001	Present	1
MGP_CSD_015_001	Absent	1
MGP_CSD_015_001	As expected	0
MGP_CSD_015_001	Other abnormalities	1
MGP_CSD_015_001	Patchy	1
MGP_CSD_015_001	Patchy & sparse	1
MGP_CSD_015_001	Sparse	1
MGP_CSD_016_001	Abnormal	1
MGP_CSD_016_001	As expected	0
MGP_CSD_017_001	Abnormal	1
MGP_CSD_017_001	As expected	0
MGP_CSD_018_001	As expected	0
MGP_CSD_018_001	Matted	1
MGP_CSD_018_001	Other abnormal coat appearances	1
MGP_CSD_018_001	Rough	1
MGP_CSD_018_001	Waved	1
MGP_CSD_019_001	As expected	0
MGP_CSD_019_001	Long	1
MGP_CSD_019_001	Mixed	1
MGP_CSD_019_001	Short	1
MGP_CSD_020_001	Absent	1
MGP_CSD_020_001	As expected	0
MGP_CSD_020_001	Other abnormalities	1
MGP_CSD_020_001	Patchy	1
MGP_CSD_020_001	Patchy & sparse	1
MGP_CSD_020_001	Sparse	1
MGP_CSD_021_001	Abnormal	1
MGP_CSD_021_001	As expected	0
MGP_CSD_022_001	Abnormal	1
MGP_CSD_022_001	As expected	0
MGP_CSD_023_001	As expected	0
MGP_CSD_023_001	Matted	1
MGP_CSD_023_001	Other abnormal coat appearances	1
MGP_CSD_023_001	Rough	1
MGP_CSD_023_001	Waved	1
MGP_CSD_024_001	As expected	0
MGP_CSD_024_001	Long	1
MGP_CSD_024_001	Mixed	1
MGP_CSD_024_001	Short	1
MGP_CSD_025_001	Absent	1
MGP_CSD_025_001	As expected	0
MGP_CSD_025_001	Other abnormalities	1
MGP_CSD_025_001	Patchy	1
MGP_CSD_025_001	Patchy & sparse	1
MGP_CSD_025_001	Sparse	1
MGP_CSD_026_001	Abnormal	1
MGP_CSD_026_001	As expected	0
MGP_CSD_027_001	Abnormal	1
MGP_CSD_027_001	As expected	0
MGP_CSD_028_001	As expected	0
MGP_CSD_028_001	Matted	1
MGP_CSD_028_001	Other abnormal coat appearances	1
MGP_CSD_028_001	Rough	1
MGP_CSD_028_001	Waved	1
MGP_CSD_029_001	As expected	0
MGP_CSD_029_001	Long	1
MGP_CSD_029_001	Mixed	1
MGP_CSD_029_001	Short	1
MGP_CSD_030_001	Absent	1
MGP_CSD_030_001	As expected	0
MGP_CSD_030_001	Other abnormalities	1
MGP_CSD_030_001	Patchy	1
MGP_CSD_030_001	Patchy & sparse	1
MGP_CSD_030_001	Sparse	1
MGP_CSD_031_001	Abnormal	1
MGP_CSD_031_001	As expected	0
MGP_CSD_032_001	Abnormal	1
MGP_CSD_032_001	As expected	0
MGP_CSD_033_001	As expected	0
MGP_CSD_033_001	Matted	1
MGP_CSD_033_001	Other abnormal coat appearances	1
MGP_CSD_033_001	Rough	1
MGP_CSD_033_001	Waved	1
MGP_CSD_034_001	As expected	0
MGP_CSD_034_001	Long	1
MGP_CSD_034_001	Mixed	1
MGP_CSD_034_001	Short	1
MGP_CSD_035_001	Absent	1
MGP_CSD_035_001	As expected	0
MGP_CSD_035_001	Other abnormalities	1
MGP_CSD_035_001	Patchy	1
MGP_CSD_035_001	Patchy & sparse	1
MGP_CSD_035_001	Sparse	1
MGP_CSD_036_001	Abnormal	1
MGP_CSD_036_001	As expected	0
MGP_CSD_037_001	Abnormal	1
MGP_CSD_037_001	As expected	0
MGP_CSD_038_001	As expected	0
MGP_CSD_038_001	Matted	1
MGP_CSD_038_001	Other abnormal coat appearances	1
MGP_CSD_038_001	Rough	1
MGP_CSD_038_001	Waved	1
MGP_CSD_039_001	As expected	0
MGP_CSD_039_001	Long	1
MGP_CSD_039_001	Mixed	1
MGP_CSD_039_001	Short	1
MGP_CSD_040_001	Absent	1
MGP_CSD_040_001	As expected	0
MGP_CSD_040_001	Other abnormalities	1
MGP_CSD_040_001	Patchy	1
MGP_CSD_040_001	Patchy & sparse	1
MGP_CSD_040_001	Sparse	1
MGP_CSD_041_001	Abnormal	1
MGP_CSD_041_001	As expected	0
MGP_CSD_042_001	Abnormal	1
MGP_CSD_042_001	As expected	0
MGP_CSD_043_001	As expected	0
MGP_CSD_043_001	Matted	1
MGP_CSD_043_001	Other abnormal coat appearances	1
MGP_CSD_043_001	Rough	1
MGP_CSD_043_001	Waved	1
MGP_CSD_044_001	As expected	0
MGP_CSD_044_001	Long	1
MGP_CSD_044_001	Mixed	1
MGP_CSD_044_001	Short	1
MGP_CSD_045_001	Absent	1
MGP_CSD_045_001	As expected	0
MGP_CSD_045_001	Other abnormalities	1
MGP_CSD_045_001	Patchy	1
MGP_CSD_045_001	Patchy & sparse	1
MGP_CSD_045_001	Sparse	1
MGP_CSD_046_001	Abnormal	1
MGP_CSD_046_001	As expected	0
MGP_CSD_047_001	Abnormal	1
MGP_CSD_047_001	As expected	0
MGP_CSD_048_001	As expected	0
MGP_CSD_048_001	Matted	1
MGP_CSD_048_001	Other abnormal coat appearances	1
MGP_CSD_048_001	Rough	1
MGP_CSD_048_001	Waved	1
MGP_CSD_049_001	As expected	0
MGP_CSD_049_001	Long	1
MGP_CSD_049_001	Mixed	1
MGP_CSD_049_001	Short	1
MGP_CSD_050_001	As expected	0
MGP_CSD_050_001	Dry	1
MGP_CSD_050_001	Loose	1
MGP_CSD_050_001	Other abnormal skin appearance	1
MGP_CSD_050_001	Scaly	1
MGP_CSD_050_001	Wet	1
MGP_CSD_051_001	Abnormal	1
MGP_CSD_051_001	As expected	0
MGP_CSD_052_001	As expected	0
MGP_CSD_052_001	Dry	1
MGP_CSD_052_001	Loose	1
MGP_CSD_052_001	Other abnormal skin appearance	1
MGP_CSD_052_001	Scaly	1
MGP_CSD_052_001	Wet	1
MGP_CSD_053_001	Abnormal	1
MGP_CSD_053_001	As expected	0
MGP_CSD_054_001	As expected	0
MGP_CSD_054_001	Dry	1
MGP_CSD_054_001	Loose	1
MGP_CSD_054_001	Other abnormal skin appearance	1
MGP_CSD_054_001	Scaly	1
MGP_CSD_054_001	Wet	1
MGP_CSD_055_001	Abnormal	1
MGP_CSD_055_001	As expected	0
MGP_CSD_056_001	As expected	0
MGP_CSD_056_001	Dry	1
MGP_CSD_056_001	Loose	1
MGP_CSD_056_001	Other abnormal skin appearance	1
MGP_CSD_056_001	Scaly	1
MGP_CSD_056_001	Wet	1
MGP_CSD_057_001	Abnormal	1
MGP_CSD_057_001	As expected	0
MGP_CSD_058_001	As expected	0
MGP_CSD_058_001	Dry	1
MGP_CSD_058_001	Loose	1
MGP_CSD_058_001	Other abnormal skin appearance	1
MGP_CSD_058_001	Scaly	1
MGP_CSD_058_001	Wet	1
MGP_CSD_059_001	Abnormal	1
MGP_CSD_059_001	As expected	0
MGP_CSD_060_001	As expected	0
MGP_CSD_060_001	Dry	1
MGP_CSD_060_001	Loose	1
MGP_CSD_060_001	Other abnormal skin appearance	1
MGP_CSD_060_001	Scaly	1
MGP_CSD_060_001	Wet	1
MGP_CSD_061_001	Abnormal	1
MGP_CSD_061_001	As expected	0
MGP_CSD_062_001	As expected	0
MGP_CSD_062_001	Dry	1
MGP_CSD_062_001	Loose	1
MGP_CSD_062_001	Other abnormal skin appearance	1
MGP_CSD_062_001	Scaly	1
MGP_CSD_062_001	Wet	1
MGP_CSD_063_001	Abnormal	1
MGP_CSD_063_001	As expected	0
MGP_CSD_064_001	Abnormal	1
MGP_CSD_064_001	As expected	0
MGP_CSD_065_001	As expected	0
MGP_CSD_065_001	Decreased size	1
MGP_CSD_065_001	Increased size	1
MGP_CSD_066_001	Abnormal	1
MGP_CSD_066_001	As expected	0
MGP_CSD_067_001	As expected	0
MGP_CSD_067_001	Decreased size	1
MGP_CSD_067_001	Increased size	1
MGP_CSD_068_001	Absent	1
MGP_CSD_068_001	As expected	0
MGP_CSD_068_001	Sparse	1
MGP_CSD_069_001	As expected	0
MGP_CSD_069_001	Decreased size	1
MGP_CSD_069_001	Increased size	1
MGP_CSD_070_001	As expected	0
MGP_CSD_070_001	Curly	1
MGP_CSD_070_001	Disorientated	1
MGP_CSD_070_001	Other abnormal shape	1
MGP_CSD_071_001	Abnormal	1
MGP_CSD_071_001	As expected	0
MGP_CSD_072_001	As expected	0
MGP_CSD_072_001	Cleft lip	1
MGP_CSD_072_001	Other abnormal mouth morphology	1
MGP_CSD_073_001	Absent	1
MGP_CSD_073_001	As expected	0
MGP_CSD_073_001	Partly present	1
MGP_CSD_074_001	As expected	0
MGP_CSD_074_001	Malocclusion	1
MGP_CSD_074_001	Other abnormal incisors morphology	1
MGP_CSD_075_001	Abnormal	1
MGP_CSD_075_001	As expected	0
MGP_CSD_076_001	Absent	1
MGP_CSD_076_001	Present	0
MGP_CSD_077_001	As expected	0
MGP_CSD_077_001	Decreased size	1
MGP_CSD_077_001	Increased size	1
MGP_CSD_078_001	Abnormal	1
MGP_CSD_078_001	As expected	0
MGP_CSD_079_001	Abnormal	1
MGP_CSD_079_001	As expected	0
MGP_CSD_080_001	Abnormal	1
MGP_CSD_080_001	As expected	0
MGP_CSD_081_001	Absent	1
MGP_CSD_081_001	Present	0
MGP_CSD_082_001	Abnormal	1
MGP_CSD_082_001	As expected	0
MGP_CSD_083_001	As expected	0
MGP_CSD_083_001	Decreased size	1
MGP_CSD_083_001	Increased size	1
MGP_CSD_084_001	Absent	1
MGP_CSD_084_001	Present	0
MGP_CSD_085_001	As expected	0
MGP_CSD_085_001	Decreased size	1
MGP_CSD_085_001	Increased size	1
MGP_CSD_086_001	Abnormal	1
MGP_CSD_086_001	As expected	0
MGP_CSD_087_001	Absent	1
MGP_CSD_087_001	Present	0
MGP_CSD_088_001	As expected	0
MGP_CSD_088_001	Decreased size	1
MGP_CSD_088_001	Increased size	1
MGP_CSD_089_001	Abnormal	1
MGP_CSD_089_001	As expected	0
MGP_CSD_090_001	As expected	0
MGP_CSD_090_001	Decreased size	1
MGP_CSD_090_001	Increased size	1
MGP_CSD_091_001	As expected	0
MGP_CSD_091_001	Greater than 10	1
MGP_CSD_091_001	Less than 10	1
MGP_CSD_092_001	As expected	0
MGP_CSD_092_001	Decreased size	1
MGP_CSD_092_001	Increased size	1
MGP_CSD_093_001	Abnormal	1
MGP_CSD_093_001	As expected	0
MGP_CSD_094_001	Absent	0
MGP_CSD_094_001	Present	1
MGP_CSD_095_001	Abnormal	1
MGP_CSD_095_001	As expected	0
MGP_CSD_096_001	As expected	0
MGP_CSD_096_001	Decreased	1
MGP_CSD_096_001	Increased	1
MGP_CSD_097_001	Abnormal	1
MGP_CSD_097_001	As expected	0
MGP_CSD_098_001	Abnormal	1
MGP_CSD_098_001	As expected	0
MGP_CSD_099_001	Absent	1
MGP_CSD_099_001	Present	0
MGP_CSD_100_001	As expected	0
MGP_CSD_100_001	Decreased size	1
MGP_CSD_100_001	Increased size	1
MGP_CSD_101_001	Abnormal	1
MGP_CSD_101_001	As expected	0
MGP_CSD_102_001	Absent	1
MGP_CSD_102_001	Present	0
MGP_CSD_103_001	As expected	0
MGP_CSD_103_001	Decreased size	1
MGP_CSD_103_001	Increased size	1
MGP_CSD_104_001	Abnormal	1
MGP_CSD_104_001	As expected	0
MGP_CSD_105_001	As expected	0
MGP_CSD_105_001	Decreased size	1
MGP_CSD_105_001	Increased size	1
MGP_CSD_106_001	As expected	0
MGP_CSD_106_001	Greater than 10	1
MGP_CSD_106_001	Less than 10	1
MGP_CSD_107_001	As expected	0
MGP_CSD_107_001	Decreased size	1
MGP_CSD_107_001	Increased size	1
MGP_CSD_108_001	Abnormal	1
MGP_CSD_108_001	As expected	0
MGP_CSD_109_001	Absent	0
MGP_CSD_109_001	Present	1
MGP_CSD_110_001	Abnormal	1
MGP_CSD_110_001	As expected	0
MGP_CSD_111_001	As expected	0
MGP_CSD_111_001	Decreased	1
MGP_CSD_111_001	Increased	1
MGP_CSD_112_001	Abnormal	1
MGP_CSD_112_001	As expected	0
MGP_CSD_113_001	Abnormal	1
MGP_CSD_113_001	As expected	0
MGP_CSD_114_001	Absent	1
MGP_CSD_114_001	Present	0
MGP_CSD_115_001	As expected	0
MGP_CSD_115_001	Decreased	1
MGP_CSD_115_001	Increased	1
MGP_CSD_116_001	As expected	0
MGP_CSD_116_001	Curved	1
MGP_CSD_116_001	Kinked	1
MGP_CSD_116_001	Other abnormal tail morphology	1
